# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-08-17 16:24:43 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01105933 PASKAMANSET RIVER NEAR SOUTH DARTMOUTH, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01105933
#            TS   parameter     statistic     Description
#         64270       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	64270_00060_00003	64270_00060_00003_cd
USGS	01105933	2007-06-09	29.3	A
USGS	01105933	2007-06-10	27.9	A
USGS	01105933	2007-06-11	24.3	A
USGS	01105933	2007-06-12	22.1	A
USGS	01105933	2007-06-13	20.6	A
USGS	01105933	2007-06-14	18.8	A
USGS	01105933	2007-06-15	16.7	A
USGS	01105933	2007-06-16	14.7	A
USGS	01105933	2007-06-17	13.3	A
USGS	01105933	2007-06-18	12.0	A
USGS	01105933	2007-06-19	10.5	A
USGS	01105933	2007-06-20	9.63	A
USGS	01105933	2007-06-21	9.53	A
USGS	01105933	2007-06-22	8.05	A
USGS	01105933	2007-06-23	7.46	A
USGS	01105933	2007-06-24	6.18	A
USGS	01105933	2007-06-25	5.03	A
USGS	01105933	2007-06-26	3.85	A
USGS	01105933	2007-06-27	3.49	A
USGS	01105933	2007-06-28	3.23	A
USGS	01105933	2007-06-29	3.01	A
USGS	01105933	2007-06-30	2.71	A
USGS	01105933	2007-07-01	2.61	A
USGS	01105933	2007-07-02	2.51	A
USGS	01105933	2007-07-03	2.26	A
USGS	01105933	2007-07-04	2.15	A
USGS	01105933	2007-07-05	9.16	A
USGS	01105933	2007-07-06	23.7	A
USGS	01105933	2007-07-07	20.5	A
USGS	01105933	2007-07-08	9.50	A
USGS	01105933	2007-07-09	6.33	A
USGS	01105933	2007-07-10	5.09	A
USGS	01105933	2007-07-11	4.09	A
USGS	01105933	2007-07-12	3.79	A
USGS	01105933	2007-07-13	3.03	A
USGS	01105933	2007-07-14	2.44	A
USGS	01105933	2007-07-15	2.18	A
USGS	01105933	2007-07-16	2.04	A
USGS	01105933	2007-07-17	1.77	A
USGS	01105933	2007-07-18	4.10	A
USGS	01105933	2007-07-19	13.4	A
USGS	01105933	2007-07-20	6.62	A
USGS	01105933	2007-07-21	4.34	A
USGS	01105933	2007-07-22	3.23	A
USGS	01105933	2007-07-23	2.77	A
USGS	01105933	2007-07-24	2.74	A
USGS	01105933	2007-07-25	2.29	A
USGS	01105933	2007-07-26	1.93	A
USGS	01105933	2007-07-27	1.69	A
USGS	01105933	2007-07-28	1.62	A
USGS	01105933	2007-07-29	1.50	A
USGS	01105933	2007-07-30	1.53	A
USGS	01105933	2007-07-31	1.41	A
USGS	01105933	2007-08-01	1.22	A
USGS	01105933	2007-08-02	1.05	A
USGS	01105933	2007-08-03	0.88	A
USGS	01105933	2007-08-04	0.86	A
USGS	01105933	2007-08-05	0.79	A
USGS	01105933	2007-08-06	0.93	A
USGS	01105933	2007-08-07	1.21	A
USGS	01105933	2007-08-08	1.11	A
USGS	01105933	2007-08-09	1.00	A
USGS	01105933	2007-08-10	1.96	A
USGS	01105933	2007-08-11	5.79	A
USGS	01105933	2007-08-12	2.72	A
USGS	01105933	2007-08-13	1.90	A
USGS	01105933	2007-08-14	1.78	A
USGS	01105933	2007-08-15	1.39	A
USGS	01105933	2007-08-16	1.14	A
USGS	01105933	2007-08-17	1.00	A
USGS	01105933	2007-08-18	1.63	A
USGS	01105933	2007-08-19	1.68	A
USGS	01105933	2007-08-20	0.98	A
USGS	01105933	2007-08-21	0.75	A
USGS	01105933	2007-08-22	0.66	A
USGS	01105933	2007-08-23	0.58	A
USGS	01105933	2007-08-24	0.61	A
USGS	01105933	2007-08-25	0.56	A
USGS	01105933	2007-08-26	0.52	A
USGS	01105933	2007-08-27	0.44	A
USGS	01105933	2007-08-28	0.34	A
USGS	01105933	2007-08-29	0.29	A
USGS	01105933	2007-08-30	0.26	A
USGS	01105933	2007-08-31	0.25	A
USGS	01105933	2007-09-01	0.20	A
USGS	01105933	2007-09-02	0.15	A
USGS	01105933	2007-09-03	0.12	A
USGS	01105933	2007-09-04	0.09	A
USGS	01105933	2007-09-05	0.05	A
USGS	01105933	2007-09-06	0.01	A
USGS	01105933	2007-09-07	0.00	A
USGS	01105933	2007-09-08	0.00	A
USGS	01105933	2007-09-09	0.00	A:e
USGS	01105933	2007-09-10	0.00	A:e
USGS	01105933	2007-09-11	0.09	A:e
USGS	01105933	2007-09-12	2.56	A
USGS	01105933	2007-09-13	0.98	A
USGS	01105933	2007-09-14	0.89	A
USGS	01105933	2007-09-15	1.81	A
USGS	01105933	2007-09-16	2.80	A
USGS	01105933	2007-09-17	1.46	A
USGS	01105933	2007-09-18	0.94	A
USGS	01105933	2007-09-19	0.71	A
USGS	01105933	2007-09-20	0.66	A
USGS	01105933	2007-09-21	0.55	A
USGS	01105933	2007-09-22	0.45	A
USGS	01105933	2007-09-23	0.39	A
USGS	01105933	2007-09-24	0.22	A
USGS	01105933	2007-09-25	0.07	A
USGS	01105933	2007-09-26	0.01	A:e
USGS	01105933	2007-09-27	0.00	A:e
USGS	01105933	2007-09-28	0.00	A:e
USGS	01105933	2007-09-29	0.00	A:e
USGS	01105933	2007-09-30	0.00	A:e
USGS	01105933	2007-10-01	0.00	A:e
USGS	01105933	2007-10-02	0.00	A:e
USGS	01105933	2007-10-03	0.00	A:e
USGS	01105933	2007-10-04	0.00	A:e
USGS	01105933	2007-10-05	0.00	A:e
USGS	01105933	2007-10-06	0.00	A:e
USGS	01105933	2007-10-07	0.00	A:e
USGS	01105933	2007-10-08	0.00	A:e
USGS	01105933	2007-10-09	0.00	A:e
USGS	01105933	2007-10-10	0.00	A:e
USGS	01105933	2007-10-11	0.00	A:e
USGS	01105933	2007-10-12	0.00	A:e
USGS	01105933	2007-10-13	0.29	A:e
USGS	01105933	2007-10-14	0.17	A:e
USGS	01105933	2007-10-15	0.06	A:e
USGS	01105933	2007-10-16	0.04	A:e
USGS	01105933	2007-10-17	0.00	A:e
USGS	01105933	2007-10-18	0.00	A:e
USGS	01105933	2007-10-19	1.94	A:e
USGS	01105933	2007-10-20	18.9	A
USGS	01105933	2007-10-21	8.74	A
USGS	01105933	2007-10-22	5.55	A
USGS	01105933	2007-10-23	2.98	A
USGS	01105933	2007-10-24	2.26	A
USGS	01105933	2007-10-25	1.76	A
USGS	01105933	2007-10-26	1.81	A
USGS	01105933	2007-10-27	1.97	A
USGS	01105933	2007-10-28	5.01	A
USGS	01105933	2007-10-29	2.94	A
USGS	01105933	2007-10-30	1.91	A
USGS	01105933	2007-10-31	1.50	A
USGS	01105933	2007-11-01	1.23	A
USGS	01105933	2007-11-02	1.05	A
USGS	01105933	2007-11-03	1.12	A
USGS	01105933	2007-11-04	7.24	A
USGS	01105933	2007-11-05	4.79	A
USGS	01105933	2007-11-06	4.97	A
USGS	01105933	2007-11-07	10.4	A
USGS	01105933	2007-11-08	6.29	A
USGS	01105933	2007-11-09	4.81	A
USGS	01105933	2007-11-10	3.83	A
USGS	01105933	2007-11-11	3.26	A
USGS	01105933	2007-11-12	2.66	A
USGS	01105933	2007-11-13	3.13	A
USGS	01105933	2007-11-14	4.89	A
USGS	01105933	2007-11-15	4.10	A
USGS	01105933	2007-11-16	12.3	A
USGS	01105933	2007-11-17	10.8	A
USGS	01105933	2007-11-18	8.25	A
USGS	01105933	2007-11-19	5.79	A
USGS	01105933	2007-11-20	4.48	A
USGS	01105933	2007-11-21	4.33	A
USGS	01105933	2007-11-22	3.98	A
USGS	01105933	2007-11-23	3.61	A
USGS	01105933	2007-11-24	3.11	A
USGS	01105933	2007-11-25	2.73	A
USGS	01105933	2007-11-26	7.90	A
USGS	01105933	2007-11-27	21.1	A
USGS	01105933	2007-11-28	17.3	A
USGS	01105933	2007-11-29	13.0	A
USGS	01105933	2007-11-30	10.3	A
USGS	01105933	2007-12-01	8.77	A
USGS	01105933	2007-12-02	7.75	A
USGS	01105933	2007-12-03	14.5	A
USGS	01105933	2007-12-04	15.4	A
USGS	01105933	2007-12-05	12.6	A
USGS	01105933	2007-12-06	10.7	A
USGS	01105933	2007-12-07	9.42	A
USGS	01105933	2007-12-08	10.6	A
USGS	01105933	2007-12-09	10.0	A
USGS	01105933	2007-12-10	14.5	A
USGS	01105933	2007-12-11	15.8	A
USGS	01105933	2007-12-12	17.5	A
USGS	01105933	2007-12-13	14.9	A
USGS	01105933	2007-12-14	15.6	A
USGS	01105933	2007-12-15	14.8	A
USGS	01105933	2007-12-16	19.1	A
USGS	01105933	2007-12-17	42.3	A
USGS	01105933	2007-12-18	36.7	A
USGS	01105933	2007-12-19	30.3	A
USGS	01105933	2007-12-20	23.5	A
USGS	01105933	2007-12-21	23.2	A
USGS	01105933	2007-12-22	21.2	A
USGS	01105933	2007-12-23	23.9	A
USGS	01105933	2007-12-24	77.5	A
USGS	01105933	2007-12-25	103	A
USGS	01105933	2007-12-26	92.9	A
USGS	01105933	2007-12-27	75.7	A
USGS	01105933	2007-12-28	63.6	A
USGS	01105933	2007-12-29	62.8	A
USGS	01105933	2007-12-30	71.5	A
USGS	01105933	2007-12-31	73.7	A
USGS	01105933	2008-01-01	76.5	A
USGS	01105933	2008-01-02	72.5	A
USGS	01105933	2008-01-03	63.1	A
USGS	01105933	2008-01-04	50.9	A
USGS	01105933	2008-01-05	42.5	A
USGS	01105933	2008-01-06	37.2	A
USGS	01105933	2008-01-07	35.6	A
USGS	01105933	2008-01-08	35.0	A
USGS	01105933	2008-01-09	34.1	A
USGS	01105933	2008-01-10	32.0	A
USGS	01105933	2008-01-11	31.9	A
USGS	01105933	2008-01-12	41.4	A
USGS	01105933	2008-01-13	37.8	A
USGS	01105933	2008-01-14	44.6	A
USGS	01105933	2008-01-15	62.0	A
USGS	01105933	2008-01-16	59.6	A
USGS	01105933	2008-01-17	46.7	A
USGS	01105933	2008-01-18	45.0	A
USGS	01105933	2008-01-19	59.8	A
USGS	01105933	2008-01-20	57.4	A
USGS	01105933	2008-01-21	45.0	A
USGS	01105933	2008-01-22	38.7	A
USGS	01105933	2008-01-23	35.3	A
USGS	01105933	2008-01-24	31.6	A
USGS	01105933	2008-01-25	27.8	A
USGS	01105933	2008-01-26	26.0	A
USGS	01105933	2008-01-27	22.2	A
USGS	01105933	2008-01-28	22.5	A
USGS	01105933	2008-01-29	21.7	A
USGS	01105933	2008-01-30	29.8	A
USGS	01105933	2008-01-31	46.9	A
USGS	01105933	2008-02-01	46.4	A
USGS	01105933	2008-02-02	93.0	A
USGS	01105933	2008-02-03	110	A
USGS	01105933	2008-02-04	96.9	A
USGS	01105933	2008-02-05	80.8	A
USGS	01105933	2008-02-06	77.8	A
USGS	01105933	2008-02-07	86.6	A
USGS	01105933	2008-02-08	96.0	A
USGS	01105933	2008-02-09	91.7	A
USGS	01105933	2008-02-10	84.0	A
USGS	01105933	2008-02-11	75.9	A
USGS	01105933	2008-02-12	66.3	A
USGS	01105933	2008-02-13	76.6	A
USGS	01105933	2008-02-14	219	A
USGS	01105933	2008-02-15	237	A
USGS	01105933	2008-02-16	194	A
USGS	01105933	2008-02-17	153	A
USGS	01105933	2008-02-18	133	A
USGS	01105933	2008-02-19	120	A
USGS	01105933	2008-02-20	105	A
USGS	01105933	2008-02-21	90.4	A
USGS	01105933	2008-02-22	77.7	A
USGS	01105933	2008-02-23	71.3	A
USGS	01105933	2008-02-24	67.3	A
USGS	01105933	2008-02-25	62.8	A
USGS	01105933	2008-02-26	59.6	A
USGS	01105933	2008-02-27	81.7	A
USGS	01105933	2008-02-28	97.5	A
USGS	01105933	2008-02-29	86.8	A
USGS	01105933	2008-03-01	78.9	A
USGS	01105933	2008-03-02	89.5	A
USGS	01105933	2008-03-03	86.9	A
USGS	01105933	2008-03-04	80.2	A
USGS	01105933	2008-03-05	78.0	A
USGS	01105933	2008-03-06	85.1	A
USGS	01105933	2008-03-07	83.1	A
USGS	01105933	2008-03-08	114	A
USGS	01105933	2008-03-09	268	A
USGS	01105933	2008-03-10	261	A
USGS	01105933	2008-03-11	207	A
USGS	01105933	2008-03-12	162	A
USGS	01105933	2008-03-13	140	A
USGS	01105933	2008-03-14	120	A
USGS	01105933	2008-03-15	107	A
USGS	01105933	2008-03-16	116	A
USGS	01105933	2008-03-17	106	A
USGS	01105933	2008-03-18	92.1	A
USGS	01105933	2008-03-19	83.6	A
USGS	01105933	2008-03-20	108	A
USGS	01105933	2008-03-21	131	A
USGS	01105933	2008-03-22	115	A
USGS	01105933	2008-03-23	94.8	A
USGS	01105933	2008-03-24	82.1	A
USGS	01105933	2008-03-25	74.1	A
USGS	01105933	2008-03-26	67.8	A
USGS	01105933	2008-03-27	62.3	A
USGS	01105933	2008-03-28	56.0	A
USGS	01105933	2008-03-29	51.7	A
USGS	01105933	2008-03-30	45.8	A
USGS	01105933	2008-03-31	41.5	A
USGS	01105933	2008-04-01	48.2	A
USGS	01105933	2008-04-02	66.6	A
USGS	01105933	2008-04-03	66.2	A
USGS	01105933	2008-04-04	74.9	A
USGS	01105933	2008-04-05	133	A
USGS	01105933	2008-04-06	126	A
USGS	01105933	2008-04-07	101	A
USGS	01105933	2008-04-08	82.4	A
USGS	01105933	2008-04-09	72.2	A
USGS	01105933	2008-04-10	67.2	A
USGS	01105933	2008-04-11	62.9	A
USGS	01105933	2008-04-12	61.4	A
USGS	01105933	2008-04-13	67.7	A
USGS	01105933	2008-04-14	66.2	A
USGS	01105933	2008-04-15	58.2	A
USGS	01105933	2008-04-16	47.6	A
USGS	01105933	2008-04-17	40.9	A
USGS	01105933	2008-04-18	36.9	A
USGS	01105933	2008-04-19	33.8	A
USGS	01105933	2008-04-20	31.1	A
USGS	01105933	2008-04-21	29.0	A
USGS	01105933	2008-04-22	26.7	A
USGS	01105933	2008-04-23	25.0	A
USGS	01105933	2008-04-24	23.5	A
USGS	01105933	2008-04-25	21.7	A
USGS	01105933	2008-04-26	19.9	A
USGS	01105933	2008-04-27	18.5	A
USGS	01105933	2008-04-28	22.1	A
USGS	01105933	2008-04-29	91.6	A
USGS	01105933	2008-04-30	154	A
USGS	01105933	2008-05-01	135	A
USGS	01105933	2008-05-02	98.7	A
USGS	01105933	2008-05-03	80.9	A
USGS	01105933	2008-05-04	78.1	A
USGS	01105933	2008-05-05	88.0	A
USGS	01105933	2008-05-06	83.2	A
USGS	01105933	2008-05-07	71.7	A
USGS	01105933	2008-05-08	61.6	A
USGS	01105933	2008-05-09	61.1	A
USGS	01105933	2008-05-10	77.3	A
USGS	01105933	2008-05-11	74.3	A
USGS	01105933	2008-05-12	61.5	A
USGS	01105933	2008-05-13	47.3	A
USGS	01105933	2008-05-14	38.8	A
USGS	01105933	2008-05-15	34.2	A
USGS	01105933	2008-05-16	31.8	A
USGS	01105933	2008-05-17	50.8	A
USGS	01105933	2008-05-18	67.5	A
USGS	01105933	2008-05-19	56.5	A
USGS	01105933	2008-05-20	40.5	A
USGS	01105933	2008-05-21	52.6	A
USGS	01105933	2008-05-22	46.2	A
USGS	01105933	2008-05-23	37.1	A
USGS	01105933	2008-05-24	31.8	A
USGS	01105933	2008-05-25	27.8	A
USGS	01105933	2008-05-26	24.3	A
USGS	01105933	2008-05-27	22.2	A
USGS	01105933	2008-05-28	20.6	A
USGS	01105933	2008-05-29	18.3	A
USGS	01105933	2008-05-30	16.6	A
USGS	01105933	2008-05-31	15.1	A
USGS	01105933	2008-06-01	14.7	A
USGS	01105933	2008-06-02	13.5	A
USGS	01105933	2008-06-03	11.9	A
USGS	01105933	2008-06-04	16.3	A
USGS	01105933	2008-06-05	22.2	A
USGS	01105933	2008-06-06	19.2	A
USGS	01105933	2008-06-07	17.3	A
USGS	01105933	2008-06-08	14.2	A
USGS	01105933	2008-06-09	11.9	A
USGS	01105933	2008-06-10	10.9	A:e
USGS	01105933	2008-06-11	9.00	A:e
USGS	01105933	2008-06-12	7.90	A:e
USGS	01105933	2008-06-13	5.74	A
USGS	01105933	2008-06-14	4.89	A
USGS	01105933	2008-06-15	7.51	A
USGS	01105933	2008-06-16	8.32	A
USGS	01105933	2008-06-17	23.2	A
USGS	01105933	2008-06-18	15.7	A
USGS	01105933	2008-06-19	10.6	A
USGS	01105933	2008-06-20	8.10	A
USGS	01105933	2008-06-21	6.79	A
USGS	01105933	2008-06-22	5.91	A
USGS	01105933	2008-06-23	6.09	A
USGS	01105933	2008-06-24	8.07	A
USGS	01105933	2008-06-25	13.3	A
USGS	01105933	2008-06-26	7.57	A
USGS	01105933	2008-06-27	6.45	A
USGS	01105933	2008-06-28	5.86	A
USGS	01105933	2008-06-29	5.01	A
USGS	01105933	2008-06-30	4.60	A
USGS	01105933	2008-07-01	4.20	A
USGS	01105933	2008-07-02	3.67	A
USGS	01105933	2008-07-03	3.26	A
USGS	01105933	2008-07-04	3.19	A
USGS	01105933	2008-07-05	3.60	A
USGS	01105933	2008-07-06	3.98	A
USGS	01105933	2008-07-07	3.39	A
USGS	01105933	2008-07-08	2.93	A
USGS	01105933	2008-07-09	2.65	A
USGS	01105933	2008-07-10	3.03	A
USGS	01105933	2008-07-11	2.50	A
USGS	01105933	2008-07-12	2.19	A
USGS	01105933	2008-07-13	2.09	A
USGS	01105933	2008-07-14	1.99	A
USGS	01105933	2008-07-15	1.92	A
USGS	01105933	2008-07-16	1.74	A
USGS	01105933	2008-07-17	1.63	A
USGS	01105933	2008-07-18	1.56	A
USGS	01105933	2008-07-19	1.47	A
USGS	01105933	2008-07-20	1.42	A
USGS	01105933	2008-07-21	1.43	A
USGS	01105933	2008-07-22	1.33	A
USGS	01105933	2008-07-23	1.82	A
USGS	01105933	2008-07-24	5.34	A
USGS	01105933	2008-07-25	41.5	A
USGS	01105933	2008-07-26	22.9	A
USGS	01105933	2008-07-27	12.8	A
USGS	01105933	2008-07-28	28.5	A
USGS	01105933	2008-07-29	18.6	A
USGS	01105933	2008-07-30	10.5	A
USGS	01105933	2008-07-31	8.04	A
USGS	01105933	2008-08-01	7.70	A
USGS	01105933	2008-08-02	7.93	A
USGS	01105933	2008-08-03	14.0	A
USGS	01105933	2008-08-04	10.4	A
USGS	01105933	2008-08-05	7.58	A
USGS	01105933	2008-08-06	7.61	A
USGS	01105933	2008-08-07	9.62	A
USGS	01105933	2008-08-08	9.93	A
USGS	01105933	2008-08-09	8.65	A
USGS	01105933	2008-08-10	7.00	A
USGS	01105933	2008-08-11	49.3	A
USGS	01105933	2008-08-12	181	A
USGS	01105933	2008-08-13	192	A
USGS	01105933	2008-08-14	162	A
USGS	01105933	2008-08-15	109	A
USGS	01105933	2008-08-16	66.4	A
USGS	01105933	2008-08-17	44.0	A
USGS	01105933	2008-08-18	33.7	A
USGS	01105933	2008-08-19	27.1	A
USGS	01105933	2008-08-20	22.1	A
USGS	01105933	2008-08-21	18.4	A
USGS	01105933	2008-08-22	15.3	A
USGS	01105933	2008-08-23	13.1	A
USGS	01105933	2008-08-24	11.4	A
USGS	01105933	2008-08-25	10.1	A
USGS	01105933	2008-08-26	9.08	A
USGS	01105933	2008-08-27	7.92	A
USGS	01105933	2008-08-28	6.81	A
USGS	01105933	2008-08-29	5.93	A
USGS	01105933	2008-08-30	5.71	A
USGS	01105933	2008-08-31	6.09	A
USGS	01105933	2008-09-01	4.93	A
USGS	01105933	2008-09-02	4.02	A
USGS	01105933	2008-09-03	3.48	A
USGS	01105933	2008-09-04	3.29	A
USGS	01105933	2008-09-05	2.93	A
USGS	01105933	2008-09-06	8.15	A
USGS	01105933	2008-09-07	30.4	A
USGS	01105933	2008-09-08	26.2	A
USGS	01105933	2008-09-09	18.5	A
USGS	01105933	2008-09-10	18.2	A
USGS	01105933	2008-09-11	15.2	A
USGS	01105933	2008-09-12	13.6	A
USGS	01105933	2008-09-13	21.7	A
USGS	01105933	2008-09-14	31.9	A
USGS	01105933	2008-09-15	46.2	A
USGS	01105933	2008-09-16	29.9	A
USGS	01105933	2008-09-17	21.6	A
USGS	01105933	2008-09-18	18.1	A
USGS	01105933	2008-09-19	16.2	A
USGS	01105933	2008-09-20	14.8	A
USGS	01105933	2008-09-21	13.5	A
USGS	01105933	2008-09-22	12.4	A
USGS	01105933	2008-09-23	11.7	A
USGS	01105933	2008-09-24	10.7	A
USGS	01105933	2008-09-25	9.53	A
USGS	01105933	2008-09-26	36.7	A
USGS	01105933	2008-09-27	153	A
USGS	01105933	2008-09-28	249	A
USGS	01105933	2008-09-29	263	A
USGS	01105933	2008-09-30	222	A
USGS	01105933	2008-10-01	178	A
USGS	01105933	2008-10-02	149	A
USGS	01105933	2008-10-03	134	A
USGS	01105933	2008-10-04	113	A
USGS	01105933	2008-10-05	94.9	A
USGS	01105933	2008-10-06	81.5	A
USGS	01105933	2008-10-07	68.1	A
USGS	01105933	2008-10-08	53.7	A
USGS	01105933	2008-10-09	45.9	A
USGS	01105933	2008-10-10	44.7	A
USGS	01105933	2008-10-11	36.6	A
USGS	01105933	2008-10-12	31.5	A
USGS	01105933	2008-10-13	27.8	A
USGS	01105933	2008-10-14	25.1	A
USGS	01105933	2008-10-15	23.3	A
USGS	01105933	2008-10-16	22.0	A
USGS	01105933	2008-10-17	20.8	A
USGS	01105933	2008-10-18	19.2	A
USGS	01105933	2008-10-19	17.9	A
USGS	01105933	2008-10-20	17.2	A
USGS	01105933	2008-10-21	16.4	A
USGS	01105933	2008-10-22	15.9	A
USGS	01105933	2008-10-23	15.6	A
USGS	01105933	2008-10-24	14.4	A
USGS	01105933	2008-10-25	14.0	A
USGS	01105933	2008-10-26	73.4	A
USGS	01105933	2008-10-27	169	A
USGS	01105933	2008-10-28	161	A
USGS	01105933	2008-10-29	136	A
USGS	01105933	2008-10-30	102	A
USGS	01105933	2008-10-31	84.1	A
USGS	01105933	2008-11-01	76.3	A
USGS	01105933	2008-11-02	69.7	A
USGS	01105933	2008-11-03	62.8	A
USGS	01105933	2008-11-04	54.3	A
USGS	01105933	2008-11-05	46.6	A
USGS	01105933	2008-11-06	49.2	A
USGS	01105933	2008-11-07	78.7	A
USGS	01105933	2008-11-08	98.2	A
USGS	01105933	2008-11-09	94.4	A
USGS	01105933	2008-11-10	86.9	A
USGS	01105933	2008-11-11	75.1	A
USGS	01105933	2008-11-12	65.2	A
USGS	01105933	2008-11-13	56.9	A
USGS	01105933	2008-11-14	54.2	A
USGS	01105933	2008-11-15	64.5	A
USGS	01105933	2008-11-16	88.9	A
USGS	01105933	2008-11-17	102	A
USGS	01105933	2008-11-18	92.0	A
USGS	01105933	2008-11-19	78.3	A
USGS	01105933	2008-11-20	65.7	A
USGS	01105933	2008-11-21	56.2	A
USGS	01105933	2008-11-22	48.5	A
USGS	01105933	2008-11-23	42.0	A
USGS	01105933	2008-11-24	38.6	A
USGS	01105933	2008-11-25	78.1	A
USGS	01105933	2008-11-26	203	A
USGS	01105933	2008-11-27	205	A
USGS	01105933	2008-11-28	169	A
USGS	01105933	2008-11-29	136	A
USGS	01105933	2008-11-30	120	A
USGS	01105933	2008-12-01	147	A
USGS	01105933	2008-12-02	162	A
USGS	01105933	2008-12-03	143	A
USGS	01105933	2008-12-04	119	A
USGS	01105933	2008-12-05	99.4	A
USGS	01105933	2008-12-06	88.2	A
USGS	01105933	2008-12-07	80.5	A
USGS	01105933	2008-12-08	72.4	A
USGS	01105933	2008-12-09	64.3	A
USGS	01105933	2008-12-10	63.1	A
USGS	01105933	2008-12-11	75.2	A
USGS	01105933	2008-12-12	243	A
USGS	01105933	2008-12-13	333	A
USGS	01105933	2008-12-14	286	A
USGS	01105933	2008-12-15	231	A
USGS	01105933	2008-12-16	200	A
USGS	01105933	2008-12-17	179	A
USGS	01105933	2008-12-18	164	A
USGS	01105933	2008-12-19	140	A
USGS	01105933	2008-12-20	122	A
USGS	01105933	2008-12-21	114	A
USGS	01105933	2008-12-22	131	A
USGS	01105933	2008-12-23	122	A
USGS	01105933	2008-12-24	103	A
USGS	01105933	2008-12-25	176	A
USGS	01105933	2008-12-26	227	A
USGS	01105933	2008-12-27	199	A
USGS	01105933	2008-12-28	164	A
USGS	01105933	2008-12-29	143	A
USGS	01105933	2008-12-30	128	A
USGS	01105933	2008-12-31	112	A
USGS	01105933	2009-01-01	99.4	A
USGS	01105933	2009-01-02	87.7	A
USGS	01105933	2009-01-03	80.4	A
USGS	01105933	2009-01-04	72.6	A
USGS	01105933	2009-01-05	66.3	A
USGS	01105933	2009-01-06	62.1	A
USGS	01105933	2009-01-07	79.7	A
USGS	01105933	2009-01-08	169	A
USGS	01105933	2009-01-09	172	A
USGS	01105933	2009-01-10	140	A
USGS	01105933	2009-01-11	106	A
USGS	01105933	2009-01-12	95.8	A
USGS	01105933	2009-01-13	88.5	A
USGS	01105933	2009-01-14	90.1	A
USGS	01105933	2009-01-15	79.4	A
USGS	01105933	2009-01-16	70.5	A
USGS	01105933	2009-01-17	61.0	A
USGS	01105933	2009-01-18	53.8	A
USGS	01105933	2009-01-19	57.4	A
USGS	01105933	2009-01-20	55.8	A
USGS	01105933	2009-01-21	51.3	A
USGS	01105933	2009-01-22	44.1	A
USGS	01105933	2009-01-23	43.4	A
USGS	01105933	2009-01-24	39.9	A
USGS	01105933	2009-01-25	38.0	A
USGS	01105933	2009-01-26	33.7	A
USGS	01105933	2009-01-27	31.9	A
USGS	01105933	2009-01-28	39.1	A
USGS	01105933	2009-01-29	141	A
USGS	01105933	2009-01-30	167	A
USGS	01105933	2009-01-31	136	A
USGS	01105933	2009-02-01	90.4	A
USGS	01105933	2009-02-02	80.2	A
USGS	01105933	2009-02-03	76.6	A
USGS	01105933	2009-02-04	72.9	A
USGS	01105933	2009-02-05	65.5	A
USGS	01105933	2009-02-06	64.9	A
USGS	01105933	2009-02-07	56.7	A
USGS	01105933	2009-02-08	63.9	A
USGS	01105933	2009-02-09	70.3	A
USGS	01105933	2009-02-10	65.1	A
USGS	01105933	2009-02-11	63.2	A
USGS	01105933	2009-02-12	80.3	A
USGS	01105933	2009-02-13	93.2	A
USGS	01105933	2009-02-14	86.2	A
USGS	01105933	2009-02-15	75.6	A
USGS	01105933	2009-02-16	67.4	A
USGS	01105933	2009-02-17	61.6	A
USGS	01105933	2009-02-18	54.7	A
USGS	01105933	2009-02-19	67.2	A
USGS	01105933	2009-02-20	76.6	A
USGS	01105933	2009-02-21	69.3	A
USGS	01105933	2009-02-22	61.5	A
USGS	01105933	2009-02-23	72.7	A
USGS	01105933	2009-02-24	72.3	A
USGS	01105933	2009-02-25	64.5	A
USGS	01105933	2009-02-26	55.5	A
USGS	01105933	2009-02-27	52.0	A
USGS	01105933	2009-02-28	68.3	A
USGS	01105933	2009-03-01	80.5	A
USGS	01105933	2009-03-02	80.6	A
USGS	01105933	2009-03-03	72.7	A
USGS	01105933	2009-03-04	65.8	A
USGS	01105933	2009-03-05	57.7	A
USGS	01105933	2009-03-06	54.7	A
USGS	01105933	2009-03-07	76.8	A
USGS	01105933	2009-03-08	97.8	A
USGS	01105933	2009-03-09	120	A
USGS	01105933	2009-03-10	146	A
USGS	01105933	2009-03-11	139	A
USGS	01105933	2009-03-12	133	A
USGS	01105933	2009-03-13	119	A
USGS	01105933	2009-03-14	103	A
USGS	01105933	2009-03-15	90.9	A
